Restaurant name,Order ID,Store ID,Delivery Type,Payment type,Payment method,Is Pro Order,Restaurant Address,Order status,Order received at,Has Complaint?,Complaint Reason,Cancelled at,Cancellation reason,Cancellation owner,Subtotal,Service fee,Packaging charges,Minimum order value fee,Vendor Refunds,Customer Fee Total,Tax Charge,Online Payment Fee,Discount Funded by you,Voucher Funded by you,Commission,Operational Charges,Ads Fee,Wait time fee,Marketing Fees,Avoidable cancellation fee,Is Payable,Is Paid,Estimated earnings,Cash amount already collected by you,Amount owed back to platform,Payout Amount,Platform-Funded Discount,Platform-Funded Voucher,Total Discount,Total Voucher,Tax Amount,Order Items
GULA - CAA - Calle Jimenez de la Espada,101646166086,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 15:46,N,,,,,39.80,0.00,0.00,0.00,0.00,0.00,1.89,0.00,4.06,0.00,8.98,0.00,0.00,0.00,,0.00,,,24.87,0.00,0.00,24.87,0.00,0.00,4.06,0.00,0.00,"1 The Pope'S Burger, 1 Spicy V [1 Extra: Fritas bacon queso], 1 Fritas Bacon Queso"
GULA - CAA - Calle Jimenez de la Espada,101646283065,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 17:45,N,,,,,18.79,0.00,0.00,0.00,0.00,0.00,0.93,0.00,3.39,0.00,3.85,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,10.07,0.00,0.00,10.07,0.00,0.00,3.39,0.00,0.00,"1 Golden Slider, 1 Fritas Buffalo Ranch"
GULA - CAA - Calle Jimenez de la Espada,101646293676,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 17:56,N,,,,,20.40,0.00,0.00,0.00,0.00,0.00,0.85,0.00,4.66,0.00,4.06,0.00,0.00,0.00,,0.00,,,10.83,0.00,0.00,10.83,0.00,0.00,4.66,0.00,0.00,"1 Cheese Bacon, 1 Fritas Bacon Queso"
GULA - CAA - Calle Jimenez de la Espada,101646498128,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 20:14,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.33,0.00,11.56,0.00,6.33,0.00,0.00,0.00,,0.00,,,15.68,0.00,0.00,15.68,0.00,0.00,11.56,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Fuze Tea Limón Sabor Original Lata 330ml]"
GULA - CAA - Calle Jimenez de la Espada,101646506972,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 20:19,Y,Missing item,,,,38.19,0.00,0.00,0.00,0.00,0.00,1.40,0.00,14.95,0.00,6.68,4.55,0.00,0.00,,0.00,,,10.61,0.00,0.00,10.61,0.00,0.00,14.95,0.00,0.00,"1 The Trufa Corp Chicken, 1 Golden Slider, 2 Fritas Trufadas "
GULA - CAA - Calle Jimenez de la Espada,101646594570,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 21:03,N,,,,,32.90,0.00,0.00,0.00,0.00,0.00,1.22,0.00,9.76,0.00,5.83,0.00,0.00,0.00,,0.00,,,16.09,0.00,0.00,16.09,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas buffalo ranch, 2 Coca-Cola Sabor Original lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101646595088,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 21:08,Y,Missing item,,,,41.80,0.00,0.00,0.00,0.00,0.00,1.69,0.00,10.56,0.00,8.06,22.33,0.00,0.00,,0.00,,,-0.84,0.00,0.84,0.00,0.00,0.00,10.56,0.00,0.00,"1 Pollo Frito Al Estilo GULA [1 Salsa bacon], 1 Pleasure For 2 Combo  [2 Gula Cheeseburger, 1 Fritas bacon queso, 1 Coca-Cola Sabor Original lata 330ml., 1 Fanta Naranja lata 330ml., 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101646658046,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 21:42,N,,,,,37.40,0.00,0.00,0.00,0.00,0.00,1.46,0.00,14.56,0.00,6.96,0.00,0.00,0.00,,0.00,,,14.42,0.00,0.00,14.42,0.00,0.00,14.56,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger The Trufa Corp, 1 Fritas bacon queso, 1 Fuze Tea Limón Sabor Original Lata 330ml, 1 Fuze Tea Maracuyá (330 ml.)], 1 Cheesecake con cereales 3 chocolates"
GULA - CAA - Calle Jimenez de la Espada,101646668799,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 21:41,N,,,,,55.88,0.00,0.00,0.00,0.00,0.00,2.05,0.00,18.76,0.00,9.78,0.00,0.00,0.00,,0.00,,,25.29,0.00,0.00,25.29,0.00,0.00,18.76,0.00,0.00,"1 The Pope'S Burger, 1 Cheese Bacon, 2 Golden Slider, 1 Fritas Trufadas"
GULA - CAA - Calle Jimenez de la Espada,101646688243,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 22:10,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.33,0.00,11.06,0.00,6.33,0.00,0.00,0.00,,0.00,,,16.18,0.00,0.00,16.18,0.00,0.00,11.06,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger Cheese Bacon, 1 Fritas bacon queso, 2 Fuze Tea Maracuyá (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101646751897,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-08 22:41,N,,,,,106.20,0.00,0.00,0.00,0.00,0.00,4.07,0.00,29.20,0.00,19.37,0.00,0.00,0.00,,0.00,,,53.56,0.00,0.00,53.56,0.00,0.00,29.20,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger Spicy V, 1 Pollo frito al estilo GULA, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Cerveza Estrella Galicia 1906 (330 ml.)], 1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Spicy V, 1 Fritas bacon queso, 1 Cerveza Estrella Galicia (330 ml.), 1 Cerveza Estrella Galicia 1906 (330 ml.)], 1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger Spicy V, 1 Fritas trufadas, 2 Cerveza Estrella Galicia 1906 (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101647087439,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 13:39,N,,,,,1.80,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.27,0.00,0.00,0.00,,0.00,,,1.47,0.00,0.00,1.47,0.00,0.00,0.00,0.00,0.00,1 Salsa GULA
GULA - CAA - Calle Jimenez de la Espada,101647120153,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 14:03,N,,,,,21.40,0.00,0.00,0.00,0.00,0.00,0.91,0.00,5.16,0.00,4.31,0.00,0.00,0.00,,0.00,,,11.02,0.00,0.00,11.02,0.00,0.00,5.16,0.00,0.00,"1 Cheese Bacon, 1 Fritas Buffalo Ranch"
GULA - CAA - Calle Jimenez de la Espada,101647121967,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 14:06,N,,,,,34.60,0.00,0.00,0.00,0.00,0.00,1.20,0.00,12.23,0.00,5.72,0.00,0.00,0.00,,0.00,,,15.45,0.00,0.00,15.45,0.00,0.00,12.23,0.00,0.00,"2 The Sinner, 2 Nuestras Fritas"
GULA - CAA - Calle Jimenez de la Espada,101647132259,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 14:18,N,,,,,13.90,0.00,0.00,0.00,0.00,0.00,0.51,0.00,4.66,0.00,2.43,0.00,0.00,0.00,,0.00,,,6.30,0.00,0.00,6.30,0.00,0.00,4.66,0.00,0.00,1 Cheese Bacon
GULA - CAA - Calle Jimenez de la Espada,101647151322,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 14:24,N,,,,,35.60,0.00,0.00,0.00,0.00,0.00,1.46,0.00,8.36,0.00,6.93,0.00,0.00,0.00,,0.00,,,18.85,0.00,0.00,18.85,0.00,0.00,8.36,0.00,0.00,"1 The Trufa Corp, 1 Spicy V, 2 Nuestras Fritas"
GULA - CAA - Calle Jimenez de la Espada,101647188220,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 14:52,N,,,,,24.50,0.00,0.00,0.00,0.00,0.00,1.11,0.00,4.39,0.00,5.28,0.00,0.00,0.00,,0.00,,,13.72,0.00,0.00,13.72,0.00,0.00,4.39,0.00,0.00,"1 GULA Cheeseburger [1 Extra: Fuze Tea Limón Sabor Original Lata 330ml], 2 Nuestras Fritas, 2 Salsa BBK"
GULA - CAA - Calle Jimenez de la Espada,101647206849,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 15:08,N,,,,,31.10,0.00,0.00,0.00,0.00,0.00,1.23,0.00,7.76,0.00,5.88,0.00,0.00,0.00,,0.00,,,16.23,0.00,0.00,16.23,0.00,0.00,7.76,0.00,0.00,"1 The Trufa Corp Chicken [1 Extra: Tarta de Lotus], 2 Nuestras Fritas, 1 Salsa GULA, 1 Coca-Cola Zero Azúcar lata 330ml."
GULA - CAA - Calle Jimenez de la Espada,101647207649,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 15:08,N,,,,,31.90,0.00,0.00,0.00,0.00,0.00,1.17,0.00,10.06,0.00,5.58,0.00,0.00,0.00,,0.00,,,15.09,0.00,0.00,15.09,0.00,0.00,10.06,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas bacon queso, 1 Coca-Cola Sabor Original lata 330ml., 1 Fanta Naranja lata 330ml., 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101647216929,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 15:14,N,,,,,31.90,0.00,0.00,0.00,0.00,0.00,1.17,0.00,10.06,0.00,5.58,0.00,0.00,0.00,,0.00,,,15.09,0.00,0.00,15.09,0.00,0.00,10.06,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas bacon queso, 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml., 1 Fuze Tea Limón Sabor Original Lata 330ml, 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101647316599,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 16:45,N,,,,,15.90,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.19,0.00,3.98,0.00,0.00,0.00,,0.00,,,10.89,0.00,0.00,10.89,0.00,0.00,0.19,0.00,0.00,"1 The Sinner Combo [1 Burger Cheese Bacon, 1 Agua Cabreiroa (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101647368131,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 17:33,N,,,,,28.80,0.00,0.00,0.00,0.00,0.00,1.06,0.00,8.83,0.00,5.04,0.00,0.00,0.00,,0.00,,,13.87,0.00,0.00,13.87,0.00,0.00,8.83,0.00,0.00,"1 The Trufa Corp, 1 Cheese Bacon"
GULA - CAA - Calle Jimenez de la Espada,101647551501,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 19:50,N,,,,,25.80,0.00,0.00,0.00,0.00,0.00,1.26,0.00,4.17,0.00,5.41,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,14.41,0.00,0.00,14.41,0.00,0.00,4.17,0.00,0.00,"1 GULA Cheeseburger, 1 Cheese Bacon"
GULA - CAA - Calle Jimenez de la Espada,101647571405,925154,Platform delivery,Cash,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 20:01,N,,,,,46.19,0.00,0.00,0.00,0.00,0.00,1.75,0.00,14.45,0.00,8.31,0.00,0.00,0.00,,0.00,,,21.68,0.00,0.00,21.68,0.00,0.00,14.45,0.00,0.00,"1 Golden Slider, 1 Pleasure For 2 Combo [1 Burger Spicy V, 1 Burger The Sinner, 1 Fritas trufadas, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Coca-Cola Sabor Original lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101647601619,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 20:20,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.33,0.00,12.56,0.00,6.33,0.00,0.00,0.00,,0.00,,,14.68,0.00,0.00,14.68,0.00,0.00,12.56,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger The Trufa Corp Chicken, 1 Fritas buffalo ranch, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Fuze Tea Limón Sabor Original Lata 330ml]"
GULA - CAA - Calle Jimenez de la Espada,101647617110,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 20:24,N,,,,,33.90,0.00,0.00,0.00,0.00,0.00,1.28,0.00,9.76,0.00,6.08,0.00,0.00,0.00,,0.00,,,16.78,0.00,0.00,16.78,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger Spicy V, 1 Fritas bacon queso, 2 Agua Cabreiroa (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101647668672,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 20:49,N,,,,,1.50,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.23,0.00,0.00,0.00,,0.00,,,1.22,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,1 Salsa Chile Chipotle
GULA - CAA - Calle Jimenez de la Espada,101647697950,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 21:15,Y,Wrong item,,,,41.40,0.00,0.00,0.00,0.00,0.00,1.67,0.00,9.76,0.00,7.96,13.81,0.00,0.00,,0.00,,,8.20,0.00,0.00,8.20,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo  [2 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Fuze Tea Limón Sabor Original Lata 330ml, 1 Fuze Tea Maracuyá (330 ml.), 1 Extra: Fritas buffalo ranch, 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101647716226,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 21:24,N,,,,,11.29,0.00,0.00,0.00,0.00,0.00,0.42,0.00,3.88,0.00,1.98,0.00,0.00,0.00,,0.00,,,5.01,0.00,0.00,5.01,0.00,0.00,3.88,0.00,0.00,1 Golden Slider
GULA - CAA - Calle Jimenez de la Espada,101647736092,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 21:31,N,,,,,34.40,0.00,0.00,0.00,0.00,0.00,1.30,0.00,9.76,0.00,6.21,0.00,0.00,0.00,,0.00,,,17.13,0.00,0.00,17.13,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger The Trufa Corp Chicken, 1 Fritas bacon queso, 1 Fuze Tea Maracuyá (330 ml.), 1 Cerveza Estrella Galicia 1906 (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101647758211,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 21:48,Y,Wrong item,,,,35.90,0.00,0.00,0.00,0.00,0.00,1.38,0.00,9.76,0.00,6.58,0.74,0.00,0.00,,0.00,,,17.44,0.00,0.00,17.44,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo  [1 Burger The Trufa Corp, 1 Burger Cheese Bacon, 1 Fritas buffalo ranch, 2 Coca-Cola Sabor Original lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101647777045,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 21:44,Y,Missing item,,,,57.30,0.00,0.00,0.00,0.00,0.00,2.40,0.00,12.01,0.00,11.45,1.00,0.00,0.00,,0.00,,,30.44,0.00,0.00,30.44,0.00,0.00,12.01,0.00,0.00,"1 Fritas Trufadas, 1 The Sinner Combo  [1 Burger Cheese Bacon, 1 Coca-Cola Sabor Original lata 330ml.], 1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger Bohemian Chicken, 1 Fritas buffalo ranch, 2 Coca-Cola Sabor Original lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101647780672,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-09 21:46,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.33,0.00,9.76,0.00,6.33,0.00,0.00,0.00,,0.00,,,17.48,0.00,0.00,17.48,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger Cheese Bacon, 1 Fritas bacon queso, 1 Coca-Cola Zero Azúcar lata 330ml., 1 Fuze Tea Maracuyá (330 ml.), 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101648182992,925154,Pickup,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 13:21,N,,,,,1.50,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.23,0.00,0.00,0.00,,0.00,,,1.22,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,1 Salsa Queen
GULA - CAA - Calle Jimenez de la Espada,101648255686,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 14:22,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.33,0.00,11.56,0.00,6.33,0.00,0.00,0.00,,0.00,,,15.68,0.00,0.00,15.68,0.00,0.00,11.56,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger Spicy V, 1 Burger The Trufa Corp Chicken, 1 Fritas buffalo ranch, 2 Fuze Tea Maracuyá (330 ml.), 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101648295634,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 14:36,N,,,,,34.90,0.00,0.00,0.00,0.00,0.00,1.33,0.00,10.06,0.00,6.33,0.00,0.00,0.00,,0.00,,,17.18,0.00,0.00,17.18,0.00,0.00,10.06,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger Spicy V, 1 Fritas bacon queso, 1 Coca-Cola Zero Azúcar Zero Cafeína lata 330ml., 1 Fuze Tea Maracuyá (330 ml.), 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101648300279,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 14:38,N,,,,,11.29,0.00,0.00,0.00,0.00,0.00,0.42,0.00,4.38,0.00,1.98,0.00,0.00,0.00,,0.00,,,4.51,0.00,0.00,4.51,0.00,0.00,4.38,0.00,0.00,1 Golden Slider
GULA - CAA - Calle Jimenez de la Espada,101648317746,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 14:50,N,,,,,22.40,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.49,0.00,5.60,0.00,0.00,0.00,,0.00,,,15.13,0.00,0.00,15.13,0.00,0.00,0.49,0.00,0.00,"1 The Sinner Combo [1 The Pope's Burger, 1 Fuze Tea Limón Sabor Original Lata 330ml, 1 Extra: Fritas trufadas, 1 Sin Extras]"
GULA - CAA - Calle Jimenez de la Espada,101648327326,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 15:07,N,,,,,27.80,0.00,0.00,0.00,0.00,0.00,1.02,0.00,8.83,0.00,4.87,0.00,0.00,0.00,,0.00,,,13.08,0.00,0.00,13.08,0.00,0.00,8.83,0.00,0.00,"1 Cheese Bacon, 1 The Trufa Corp Chicken"
GULA - CAA - Calle Jimenez de la Espada,101648333177,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 15:04,N,,,,,14.90,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.49,0.00,3.73,0.00,0.00,0.00,,0.00,,,9.90,0.00,0.00,9.90,0.00,0.00,0.49,0.00,0.00,"1 The Sinner Combo [1 Gula Cheeseburger, 1 Coca-Cola Zero Azúcar lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101648408164,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 16:01,N,,,,,37.70,0.00,0.00,0.00,0.00,0.00,1.48,0.00,9.76,0.00,7.03,0.00,0.00,0.00,,0.00,,,19.43,0.00,0.00,19.43,0.00,0.00,9.76,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas bacon queso, 2 Fanta Naranja lata 330ml., 1 Extra: Tarta de Lotus]"
GULA - CAA - Calle Jimenez de la Espada,101648446010,925154,Platform delivery,Online,SINGLE-1,Y,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 16:34,N,,,,,32.40,0.00,0.00,0.00,0.00,0.00,1.32,0.00,9.57,0.00,5.71,0.00,0.00,0.00,Prime Order Fee: 0.55,0.00,,,15.25,0.00,0.00,15.25,0.00,0.00,9.57,0.00,0.00,"1 Pleasure For 2 Combo [2 Gula Cheeseburger, 1 Fritas trufadas, 1 Agua Cabreiroa (330 ml.), 1 Cerveza Estrella Galicia 1906 (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101648449257,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 16:38,N,,,,,24.30,0.00,0.00,0.00,0.00,0.00,0.78,0.00,9.86,0.00,3.73,0.00,0.00,0.00,,0.00,,,9.93,0.00,0.00,9.93,0.00,0.00,9.86,0.00,0.00,"1 Cheese Bacon, 2 Nuestras Fritas [1 Extra: Salsa GULA]"
GULA - CAA - Calle Jimenez de la Espada,101648540428,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 17:56,N,,,,,40.40,0.00,0.00,0.00,0.00,0.00,1.52,0.00,12.51,0.00,7.22,0.00,0.00,0.00,,0.00,,,19.15,0.00,0.00,19.15,0.00,0.00,12.51,0.00,0.00,"1 Fritas Trufadas, 1 Pleasure For 2 Combo [1 Burger Spicy V, 1 Burger The Trufa Corp Chicken, 1 Fritas trufadas, 1 Agua Cabreiroa (330 ml.), 1 Fanta Naranja lata 330ml.]"
GULA - CAA - Calle Jimenez de la Espada,101648649030,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 19:17,N,,,,,13.90,0.00,0.00,0.00,0.00,0.00,0.51,0.00,4.36,0.00,2.43,0.00,0.00,0.00,,0.00,,,6.60,0.00,0.00,6.60,0.00,0.00,4.36,0.00,0.00,1 Cheese Bacon
GULA - CAA - Calle Jimenez de la Espada,101648670863,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 19:35,N,,,,,18.09,0.00,0.00,0.00,0.00,0.00,0.59,0.00,7.28,0.00,2.83,0.00,0.00,0.00,,0.00,,,7.39,0.00,0.00,7.39,0.00,0.00,7.28,0.00,0.00,"1 Golden Slider, 2 Nuestras Fritas"
GULA - CAA - Calle Jimenez de la Espada,101648720825,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 19:56,N,,,,,32.90,0.00,0.00,0.00,0.00,0.00,1.22,0.00,10.06,0.00,5.83,0.00,0.00,0.00,,0.00,,,15.79,0.00,0.00,15.79,0.00,0.00,10.06,0.00,0.00,"1 Pleasure For 2 Combo [1 Gula Cheeseburger, 1 Burger Spicy V, 1 Fritas trufadas, 2 Cerveza Estrella Galicia (330 ml.)]"
GULA - CAA - Calle Jimenez de la Espada,101648761523,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 20:16,N,,,,,18.40,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.99,0.00,4.60,0.00,0.00,0.00,,0.00,,,11.84,0.00,0.00,11.84,0.00,0.00,0.99,0.00,0.00,1 GULA Cheeseburger [1 Extra: Fritas bacon queso]
GULA - CAA - Calle Jimenez de la Espada,101648766167,925154,Platform delivery,Online,SINGLE-1,N,"Calle Jiménez de la Espada 17
30204 Murcia Cartagena
España",Delivered,2026-05-10 20:20,N,,,,,68.80,0.00,0.00,0.00,0.00,0.00,2.61,0.00,21.13,0.00,12.42,0.00,0.00,0.00,,0.00,,,32.64,0.00,0.00,32.64,0.00,0.00,21.13,0.00,0.00,"1 Pleasure For 2 Combo [1 Burger The Trufa Corp, 1 Burger Cheese Bacon, 1 Fritas trufadas, 2 Agua Cabreiroa (330 ml.)], 1 Pleasure For 2 Combo [1 Burger Cheese Bacon, 1 Burger The Trufa Corp Chicken, 1 Fritas bacon queso, 2 Agua Cabreiroa (330 ml.)]"
